author,category,comment_count,country,date,img_title,title,url
Colin McGourty,category,2,,"Jun 10, 2020 | 7:46 AM",,Clutch Chess Day 4: Aronian & Caruana in semis,https://chess24.com/en/read/news/clutch-chess-day-4-aronian-caruana-in-semis
Colin McGourty,category,4,,"Jun 9, 2020 | 10:00 AM",,Clutch Chess Day 3: Carlsen and So reach semifinals,https://chess24.com/en/read/news/clutch-chess-day-3-carlsen-and-so-reach-semifinals
Colin McGourty,category,11,,"Jun 11, 2020 | 4:13 PM",,The Mr Dodgy Invitational – it’s really happening!,https://chess24.com/en/read/news/the-mr-dodgy-invitational-it-s-really-happening
Colin McGourty,category,2,,"Jun 12, 2020 | 6:55 AM",,Clutch Chess Day 5: Carlsen & So dominate,https://chess24.com/en/read/news/clutch-chess-day-5-carlsen-so-dominate
chess24 staff,category,19,,"Jun 12, 2020 | 11:02 AM",,World’s Top 6 play the Chessable Masters,https://chess24.com/en/read/news/world-s-top-6-play-the-chessable-masters
Colin McGourty,category,1,,"Jun 13, 2020 | 11:00 AM",,No horsing around as favourites reach Mr Dodgy Invitational semifinals,https://chess24.com/en/read/news/no-horsing-around-as-favourites-reach-mr-dodgy-invitational-semis
Colin McGourty,category,1,,"Jun 13, 2020 | 1:47 PM",,Clutch Chess Day 6: It’s a Carlsen-Caruana final,https://chess24.com/en/read/news/clutch-chess-day-6-it-s-a-carlsen-caruana-final
Colin McGourty,category,1,,"Jun 14, 2020 | 12:40 AM",,Giri and Navara in Mr Dodgy Invitational final,https://chess24.com/en/read/news/giri-and-navara-in-mr-dodgy-invitational-final
Leon Watson,category,8,,"Jun 20, 2020 | 9:03 AM",,"Quick chat with... Christof Sielecki, award-winning best-seller",https://chess24.com/en/read/news/quick-chat-with-christof-sielecki-the-award-winning-best-seller
Colin McGourty,category,2,,"Jun 14, 2020 | 2:16 PM",,Clutch Chess Day 7: Caruana’s double comeback,https://chess24.com/en/read/news/clutch-chess-day-7-caruana-s-double-comeback
chess24 staff,category,13,,"Jun 19, 2020 | 11:14 AM",,FantasyChess Contest for Chessable Masters,https://chess24.com/en/read/news/chessable-fantasy
Colin McGourty,category,8,,"Jun 20, 2020 | 11:00 AM",,Nakamura-Carlsen as Chessable Masters begins,https://chess24.com/en/read/news/nakamura-carlsen-as-chessable-masters-begins
Colin McGourty,category,7,,"Jun 21, 2020 | 12:40 AM",,Chessable Masters 1: Artemiev leads on bad day for Magnus,https://chess24.com/en/read/news/chessable-masters-1-artemiev-leads-on-bad-day-for-magnus
Leon Watson,category,9,,"Jun 21, 2020 | 10:28 AM",,"Quick chat with... Simon Williams, the cheekiest chap in chess",https://chess24.com/en/read/news/quick-chat-with-simon-williams-the-cheekiest-chap-in-chess
Leon Watson,category,4,,"Jun 22, 2020 | 8:30 AM",,"Quick chat with... Anna Rudolf, commentator extraordinaire",https://chess24.com/en/read/news/quick-chat-with-anna-rudolf
Leon Watson,category,0,,"Jun 23, 2020 | 8:54 AM",,Quick chat with... Alex Colovic,https://chess24.com/en/read/news/quick-chat-with-alex-colovic
Colin McGourty,category,4,,"Jun 23, 2020 | 10:00 AM",,Chessable Masters 3: Nakamura & Grischuk scrape through,https://chess24.com/en/read/news/chessable-masters-3-nakamura-grischuk-scrape-through
chess24 staff,category,1,,"Jun 24, 2020 | 12:00 AM",,Quarterfinals FantasyChess Contest,https://chess24.com/en/read/news/quarterfinals-fantasychess-contest
Colin McGourty,category,1,,"Jun 22, 2020 | 10:00 AM",,Chessable Masters 2: MVL and Giri lead,https://chess24.com/en/read/news/chessable-masters-2-mvl-and-giri-lead
Leon Watson,category,2,,"Jun 25, 2020 | 9:11 AM",,"Quick chat with... Kamil Plichta, the Pole with the cult following",https://chess24.com/en/read/news/quick-chat-with-kamil-plichta-the-pole-with-the-cult-following
Colin McGourty,category,10,,"Jun 25, 2020 | 10:00 AM",,Chessable Masters 4: A Carlsen-Caruana rematch,https://chess24.com/en/read/news/chessable-masters-4-a-carlsen-caruana-rematch
Leon Watson,category,4,,"Jun 26, 2020 | 8:54 AM",,"Quick chat with... Erwin l'Ami, the theory specialist",https://chess24.com/en/read/news/quick-chat-with-erwin-l-ami
Colin McGourty,category,5,,"Jun 26, 2020 | 6:54 AM",,Chessable Masters 5: Carlsen and Nepo cruise,https://chess24.com/en/read/news/chessable-masters-5-carlsen-and-nepo-cruise
Colin McGourty,category,5,,"Jun 28, 2020 | 7:14 AM",,Chessable Masters 7: Magnus & Nepo race into semis,https://chess24.com/en/read/news/chessable-masters-7-magnus-nepo-race-into-semis
chess24 staff,category,0,,"Jun 29, 2020 | 4:00 AM",,Semifinals FantasyChess Contest,https://chess24.com/en/read/news/semifinals-fantasychess-contest
Colin McGourty,category,6,,"Jun 27, 2020 | 7:33 AM",,"Chessable Masters 6: Ding beats Naka, Giri’s 7-draw win",https://chess24.com/en/read/news/chessable-masters-6-ding-beats-naka-giri-s-7-draw-win
Tarjei Svensen,category,9,,"Jun 27, 2020 | 4:32 PM",,"FIDE delays World Championship match, Candidates may move out of Russia",https://chess24.com/en/read/news/fide-delays-world-championship-match-candidates-may-move-out-of-russia
Colin McGourty,category,3,,"Jun 29, 2020 | 9:52 PM",,Chessable Masters 9: Ding sets up Carlsen showdown,https://chess24.com/en/read/news/chessable-masters-9-ding-sets-up-carlsen-showdown
Colin McGourty,category,4,,"Jun 29, 2020 | 8:17 AM",,"Chessable Masters 8: Giri in semis, Naka makes comeback",https://chess24.com/en/read/news/chessable-masters-8-giri-in-semis-naka-makes-comeback
Colin McGourty,category,23,,"Jun 30, 2020 | 11:03 PM",,Chessable Masters 10: Magnus the Magnanimous ,https://chess24.com/en/read/news/chessable-masters-10-magnus-the-magnanimous
Leon Watson,category,2,,"Jul 2, 2020 | 6:00 AM",,"Quick chat with... Pentala Harikrishna, India's immense talent",https://chess24.com/en/read/news/quick-chat-with-pentala-harikrishna
Colin McGourty,category,60,,"Jul 13, 2020 | 11:00 AM",,chess24 Legends of Chess line-up revealed,https://chess24.com/en/read/news/chess24-legends-of-chess-line-up-revealed
Colin McGourty,category,2,,"Jul 2, 2020 | 6:57 AM",,Chessable Masters 11: Magnus in the final,https://chess24.com/en/read/news/chessable-masters-11-magnus-in-the-final
chess24 staff,category,3,,"Jul 2, 2020 | 7:40 PM",,FantasyChess Finals Contest for Chessable Masters,https://chess24.com/en/read/news/fantasychess-finals-contest-for-chessable-masters
Colin McGourty,category,0,,"Jul 3, 2020 | 8:03 AM",,Chessable Masters 12: It’s on! A Carlsen-Giri final,https://chess24.com/en/read/news/chessable-masters-12-it-s-on-a-carlsen-giri-final
Leon Watson,category,0,,"Jul 4, 2020 | 7:00 AM",,"Quick chat with... David Kramaley, chess entrepreneur",https://chess24.com/en/read/news/quick-chat-with-david-kramaley-chess-entrepreneur
Colin McGourty,category,5,,"Jul 4, 2020 | 8:00 AM",,Chessable Masters 13: Magnus leads despite “insanity”,https://chess24.com/en/read/news/chessable-masters-13-magnus-leads-despite-insanity
chess24 staff,category,2,,"Jul 9, 2020 | 8:03 AM",,Nakamura vs. Rosen in the Choker Cup final,https://chess24.com/en/read/news/nakamura-vs-rosen-in-the-choker-cup-final
chess24 staff,category,8,,"Jul 10, 2020 | 3:14 PM",,"It's ""Professor Hou Yifan"" now!",https://chess24.com/en/read/news/it-s-professor-hou-yifan-now
chess24 staff,category,54,,"Jul 15, 2020 | 8:08 PM",,Q&A with Vishy Anand and more chess legends,https://chess24.com/en/read/news/q-a-with-vishy-anand-and-more-chess-legends
Colin McGourty,category,0,,"Jul 21, 2020 | 9:37 AM",,chess24 Legends of Chess starts with Giri-Carlsen,https://chess24.com/en/read/news/chess24-legends-of-chess-starts-with-giri-carlsen
chess24 staff,category,38,,"Jul 16, 2020 | 4:02 PM",,Q&A with Chess Legend Vasyl Ivanchuk,https://chess24.com/en/read/news/q-a-with-chess-legend-vasyl-ivanchuk
chess24 staff,category,11,,"Jul 18, 2020 | 5:34 PM",,FantasyChess: Legends Edition,https://chess24.com/en/read/news/legends-fantasychess
Colin McGourty,category,2,,"Jul 17, 2020 | 2:48 PM",,Giri-Carlsen to kick off chess24 Legends of Chess,https://chess24.com/en/read/news/giri-carlsen-to-kick-off-chess24-legends-of-chess
chess24 staff,category,35,,"Jul 18, 2020 | 8:01 PM",,Q&A with Chess Legend Vladimir Kramnik,https://chess24.com/en/read/news/q-a-with-chess-legend-vladimir-kramnik
Colin McGourty,category,2,,"Jul 19, 2020 | 11:33 AM",,Harikrishna wins Chess960 as over-the-board chess is back in Biel,https://chess24.com/en/read/news/harikrishna-wins-chess960-as-over-the-board-chess-is-back-in-biel
chess24 staff,category,0,,"Jul 20, 2020 | 9:44 AM",,Julius Baer and Play Magnus Group make hundreds of free chess lessons available to children,https://chess24.com/en/read/news/julius-baer-and-play-magnus-group-make-hundreds-of-free-chess-lessons-available-to-children
chess24 staff,category,0,,"Jul 20, 2020 | 9:45 AM",,Happy International Chess Day!,https://chess24.com/en/read/news/happy-international-chess-day
Colin McGourty,category,4,,"Jul 22, 2020 | 2:56 AM",,"chess24 Legends 1: Gelfand, Carlsen & Svidler lead",https://chess24.com/en/read/news/chess24-legends-day-1-gelfand-carlsen-svidler-lead
Colin McGourty,category,0,,"Jul 22, 2020 | 11:19 PM",,chess24 Legends 2: Carlsen beats Anand,https://chess24.com/en/read/news/chess24-legends-2-carlsen-beats-anand
chess24 staff,category,30,,"Jul 23, 2020 | 8:41 AM",,Q&A with Chess Legend Peter Svidler,https://chess24.com/en/read/news/q-a-with-chess-legend-peter-svidler
chess24 staff,category,3,,"Mar 8, 2017 | 12:12 PM",,"Sopiko's ""active play"" in Tehran",https://chess24.com/en/read/news/sopiko-s-active-play-in-tehran
David Martínez,category,10,,"Mar 8, 2017 | 10:10 PM",,International Women's Day,https://chess24.com/en/read/news/international-womens-day-2017
Colin McGourty,category,12,,"Mar 8, 2017 | 2:02 PM",,Wei Yi stars as China beat India,https://chess24.com/en/read/news/wei-yi-stars-as-china-beat-india
Macauley Peterson,category,3,,"Mar 9, 2017 | 12:02 PM",,Chess and comics at the World Chess Hall of Fame,https://chess24.com/en/read/news/chess-and-comics-at-the-world-chess-hall-of-fame
Colin McGourty,category,22,,"Mar 10, 2017 | 6:27 PM",,When are Magnus & co. next in action?,https://chess24.com/en/read/news/when-are-magnus-co-next-in-action
Colin McGourty,category,11,,"Mar 13, 2017 | 12:53 PM",,Wang Hao leads HDBank Masters as stars struggle,https://chess24.com/en/read/news/wang-hao-leads-hdbank-masters-as-stars-struggle
Macauley Peterson,category,14,,"Mar 13, 2017 | 4:06 PM",,Oxford defeats Cambridge in 135th Varsity Match,https://chess24.com/en/read/news/oxford-defeats-cambridge-in-135th-annual-varsity-match
Colin McGourty,category,4,,"Mar 14, 2017 | 5:41 PM",,Howell leads Winter Chess Classic in St. Louis,https://chess24.com/en/read/news/howell-leads-winter-chess-classic-in-st-louis
Colin McGourty,category,6,,"Mar 17, 2017 | 7:15 PM",,Le Quang Liem claims 3rd HDBank Masters title,https://chess24.com/en/read/news/le-quang-liem-claims-3rd-hdbank-masters
Colin McGourty,category,8,,"Mar 16, 2017 | 9:43 AM",,"Petrosian on talent, character and near misses",https://chess24.com/en/read/news/petrosian-on-talent-character-and-near-misses
chess24 staff,category,12,,"Mar 17, 2017 | 1:25 PM",,An Evening at the UN with Judit Polgár,https://chess24.com/en/read/news/an-evening-at-the-un-with-judit-polgar
Colin McGourty,category,6,,"Mar 20, 2017 | 12:58 AM",,Stars align for Baden-Baden in Bundesliga,https://chess24.com/en/read/news/stars-align-for-baden-baden-in-bundesliga
Colin McGourty,category,6,,"Mar 21, 2017 | 8:41 AM",,Howell claims Winter Classic in thrilling finish,https://chess24.com/en/read/news/howell-claims-winter-classic-in-thrilling-finish
Colin McGourty,category,2,,"Mar 22, 2017 | 1:58 PM",,Polish Chess Championships start in Warsaw,https://chess24.com/en/read/news/polish-championships-start-in-warsaw-stock-exchange
Colin McGourty,category,7,,"Mar 23, 2017 | 6:21 PM",,Shenzhen 1: New supertournament starts in China,https://chess24.com/en/read/news/shenzhen-1-new-supertournament-starts-in-china
Colin McGourty,category,4,,"Mar 25, 2017 | 11:08 AM",,Sharjah Masters 1-2: Prodigy watch,https://chess24.com/en/read/news/sharjah-masters-1-2-prodigy-watch
chess24 staff,category,5,,"Mar 27, 2017 | 6:35 AM",,72-hour Banterthon is back!,https://chess24.com/en/read/news/72-hour-banterthon-is-back
Colin McGourty,category,3,,"Mar 26, 2017 | 12:22 AM",,Shenzhen 2-3: Theme tournament,https://chess24.com/en/read/news/shenzhen-2-3-theme-tournament
Colin McGourty,category,20,,"Mar 27, 2017 | 3:30 PM",,Ilyumzhinov resigns… or does he? (updated),https://chess24.com/en/read/news/ilyumzhinov-resigns-or-does-he
Colin McGourty,category,1,,"Mar 28, 2017 | 1:43 PM",,Shenzhen 4-5: Fire and ice,https://chess24.com/en/read/news/shenzhen-4-5-fire-and-ice
Colin McGourty,category,1,,"Mar 29, 2017 | 9:44 AM",,Sharjah Masters 3-6: Adhiban and Kravtsiv lead,https://chess24.com/en/read/news/sharjah-masters-3-6-adhiban-and-kravtsiv-lead
Colin McGourty,category,19,,"Mar 30, 2017 | 9:04 AM",,US Championship 1: So and Nakamura strike first,https://chess24.com/en/read/news/us-championship-1-so-and-nakamura-strike-first
Colin McGourty,category,3,,"Mar 31, 2017 | 12:15 PM",,US Championship 2: Fighting chess,https://chess24.com/en/read/news/us-championship-2-fighting-chess
Colin McGourty,category,3,,"Apr 1, 2017 | 2:29 PM",,US Championship 3: So survives Caruana scare,https://chess24.com/en/read/news/us-championship-3-so-survives-caruana-scare
Colin McGourty,category,8,,"Apr 2, 2017 | 3:53 PM",,US Championship 4: Wesley’s gamble pays off,https://chess24.com/en/read/news/us-championship-4-wesley-s-gamble-pays-off
Colin McGourty,category,6,,"Apr 3, 2017 | 1:00 PM",,US Championship 5: Kamsky shocks Xiong,https://chess24.com/en/read/news/us-championship-5-kamsky-shocks-xiong
Colin McGourty,category,7,,"Apr 4, 2017 | 2:03 PM",,Wang Hao wins Sharjah as show moves to Dubai,https://chess24.com/en/read/news/wang-hao-wins-sharjah-as-show-moves-to-dubai
Colin McGourty,category,24,,"Apr 1, 2017 | 6:58 PM",,2017 Chess Calendar,https://chess24.com/en/read/news/2017-chess-calendar
Colin McGourty,category,9,,"Apr 5, 2017 | 11:40 AM",,US Championship 6: So’s close shave,https://chess24.com/en/read/news/us-championship-6-so-s-close-shave
Colin McGourty,category,1,,"Apr 6, 2017 | 11:33 AM",,US Championship 7: Zherebukh stuns Caruana,https://chess24.com/en/read/news/us-championship-7-zherebukh-stuns-caruana
Colin McGourty,category,20,,"Apr 7, 2017 | 8:18 PM",,Alexander Grischuk: Chess is “just a game”,https://chess24.com/en/read/news/alexander-grischuk-chess-is-just-a-game
Colin McGourty,category,5,,"Apr 7, 2017 | 11:52 AM",,US Championship 8: Akobian catches So,https://chess24.com/en/read/news/us-championship-8-akobian-catches-so
Colin McGourty,category,13,,"Apr 8, 2017 | 12:09 PM",,"US Champs 9: So's masterpiece, Fabi & Naka crash",https://chess24.com/en/read/news/us-championship-9-so-s-masterpiece-fabi-naka-crash
Colin McGourty,category,8,,"Apr 9, 2017 | 11:50 AM",,US Championship 10: Three-way fight,https://chess24.com/en/read/news/us-championship-10-three-way-fight
Colin McGourty,category,37,,"Apr 11, 2017 | 1:30 AM",,Wesley So is the 2017 US Champion,https://chess24.com/en/read/news/wesley-so-is-the-2017-us-champion
Colin McGourty,category,13,,"Apr 10, 2017 | 10:59 AM",,"US Championship 11: Foisor triumphs, So gambles",https://chess24.com/en/read/news/us-championship-11-foisor-triumphs-so-gambles
Colin McGourty,category,2,,"Apr 13, 2017 | 12:29 PM",,Nakamura wins Zurich blitz opener,https://chess24.com/en/read/news/nakamura-wins-zurich-blitz-opener
Macauley Peterson,category,9,,"Apr 11, 2017 | 3:21 PM",,Gareyev gets blindfold Guinness World Record,https://chess24.com/en/read/news/gareyev-gets-guiness-world-record-in-blindfold-chess
Colin McGourty,category,5,,"Apr 14, 2017 | 8:13 AM",,Zurich Challenge 1: Kramnik & Nakamura strike,https://chess24.com/en/read/news/zurich-challenge-1-kramnik-nakamura-strike
Colin McGourty,category,2,,"Apr 15, 2017 | 7:23 AM",,Zurich Challenge 2-3: Svidler blows race wide open,https://chess24.com/en/read/news/zurich-challenge-2-3-svidler-blows-race-wide-open
Colin McGourty,category,8,,"Apr 16, 2017 | 8:17 AM",,GRENKE Classic 1: Caruana and MVL toppled,https://chess24.com/en/read/news/grenke-classic-1-caruana-and-mvl-toppled
Colin McGourty,category,45,,"Apr 19, 2017 | 11:09 AM",,Morozevich: “There are players more talented than Carlsen”,https://chess24.com/en/read/news/morozevich-there-are-chess-players-more-talented-than-carlsen
Colin McGourty,category,7,,"Apr 17, 2017 | 6:15 AM",,GRENKE 2: Magnus-Lev thriller | 100% Hou Yifan,https://chess24.com/en/read/news/grenke-classic-2-magnus-lev-thriller-100-hou-yifan
Colin McGourty,category,2,,"Apr 17, 2017 | 10:17 AM",,Zurich Challenge 4-7: Naka & Nepo lead before blitz,https://chess24.com/en/read/news/zurich-challenge-4-7-naka-nepo-lead-before-blitz
Colin McGourty,category,7,,"Apr 18, 2017 | 9:28 AM",,GRENKE Classic 3: Magnus gets out of jail,https://chess24.com/en/read/news/grenke-classic-3-magnus-gets-out-of-jail
Colin McGourty,category,2,,"Apr 20, 2017 | 10:21 AM",,GRENKE Classic 4: Aronian takes over,https://chess24.com/en/read/news/grenke-classic-4-aronian-takes-over
Colin McGourty,category,6,,"Apr 21, 2017 | 9:23 AM",,GRENKE Classic 5: Magnus wins but Levon leads,https://chess24.com/en/read/news/grenke-classic-5-magnus-wins-but-levon-leads
Colin McGourty,category,5,,"Apr 22, 2017 | 7:45 AM",,GRENKE Classic 6: Aronian wins with round to spare,https://chess24.com/en/read/news/grenke-classic-6-aronian-wins-with-round-to-spare
Colin McGourty,category,3,,"Apr 23, 2017 | 12:10 PM",,"Shamkir 1-2: So’s streak ends, Eljanov leads",https://chess24.com/en/read/news/shamkir-1-2-so-s-streak-ends-eljanov-leads
Colin McGourty,category,10,,"Apr 25, 2017 | 12:55 PM",,7 conclusions from the GRENKE Chess Classic,https://chess24.com/en/read/news/7-conclusions-from-the-grenke-chess-classic
Colin McGourty,category,18,,"Apr 26, 2017 | 8:25 PM",,"Shamkir 3-5: Mamedyarov leads, So back at no. 2",https://chess24.com/en/read/news/shamkir-3-5-mamedyarov-leads-so-back-at-no-2
Colin McGourty,category,13,,"Apr 29, 2017 | 9:01 PM",,Baden-Baden claim 11th Bundesliga in 12 years,https://chess24.com/en/read/news/baden-baden-claim-10th-bundesliga-in-11-years
Colin McGourty,category,19,,"Apr 28, 2017 | 8:41 AM",,Shamkir 6: A bad day for Russia,https://chess24.com/en/read/news/shamkir-6-a-bad-day-for-russia
Colin McGourty,category,5,,"Apr 30, 2017 | 7:43 AM",,Shamkir 7-8: Mamedyarov rocked by Wojtaszek ,https://chess24.com/en/read/news/shamkir-7-8-mamedyarov-rocked-by-wojtaszek
Macauley Peterson,category,4,,"Jun 27, 2016 | 11:08 AM",,Recapping the Grand Chess Tour,https://chess24.com/en/read/news/recapping-the-grand-chess-tour
Colin McGourty,category,30,,"Jun 28, 2016 | 11:09 AM",,Karjakin on his preparation for Carlsen,https://chess24.com/en/read/news/karjakin-on-his-preparation-for-carlsen
Colin McGourty,category,8,,"Jun 29, 2016 | 3:30 PM",,Wojtaszek: Carlsen’s moves “good enough rather than best”,https://chess24.com/en/read/news/wojtaszek-carlsen-s-moves-good-enough-rather-than-the-best
Niclas Huschenbeth,category,25,,"Jul 1, 2016 | 8:53 AM",,Premium Coaching with GM Niclas Huschenbeth,https://chess24.com/en/read/news/premium-coaching-with-gm-niclas-huschenbeth
Colin McGourty,category,9,,"Jul 7, 2016 | 6:09 PM",,"Super-GM summer: Danzhou, Dortmund, Bilbao",https://chess24.com/en/read/news/super-gm-summer-danzhou-dortmund-bilbao
Colin McGourty,category,22,,"Jul 5, 2016 | 4:39 PM",,Dvoretsky on the influence of Carlsen & computers,https://chess24.com/en/read/news/dvoretsky-on-the-influence-of-carlsen-and-computers
Niclas Huschenbeth,category,172,,"Jul 5, 2016 | 12:23 PM",,"Update: What's your favourite Jan, Peter or Sopiko phrase?",https://chess24.com/en/read/news/what-s-your-favourite-jan-peter-or-sopiko-phrase
Fiona Steil-Antoni,category,4,,"Jul 9, 2016 | 9:28 AM",,Corsica: Land of Chess,https://chess24.com/en/read/news/corsica-land-of-chess
Colin McGourty,category,49,,"Jul 2, 2016 | 3:17 PM",,Gelfand on missing the Baku Olympiad,https://chess24.com/en/read/news/gelfand-on-missing-the-baku-olympiad
Colin McGourty,category,12,,"May 5, 2017 | 2:13 PM",,Ivanchuk: “I’d like to play Bobby Fischer”,https://chess24.com/en/read/news/ivanchuk-i-d-like-to-play-bobby-fischer
David Martínez,category,10,,"Jul 9, 2016 | 11:07 PM",,Dortmund R1: MVL beats Caruana & crosses 2800,https://chess24.com/en/read/news/dortmund-r1-mvl-beats-caruana-crosses-2800
chess24 staff,category,78,,"Jul 10, 2016 | 6:36 PM",,Q&A with Mark Dvoretsky,https://chess24.com/en/read/news/q-a-with-mark-dvoretsky
Carlos Colodro,category,3,,"Jul 11, 2016 | 6:47 PM",,Dortmund R2: Ponomariov catches MVL,https://chess24.com/en/read/news/dortmund-r2-ponomariov-catches-mvl
chess24 staff,category,5,,"May 4, 2017 | 4:24 PM",,Sigeman returns after 3 year hiatus,https://chess24.com/en/read/news/sigeman-returns-after-3-year-hiatus
Colin McGourty,category,0,,"May 3, 2017 | 6:10 PM",,Russian Teams 1-2: From Shamkir to Sochi,https://chess24.com/en/read/news/russian-teams-1-2-from-shamkir-to-sochi
Colin McGourty,category,12,,"May 7, 2017 | 12:00 AM",,Russian Teams 3-4: Mamedyarov on fire,https://chess24.com/en/read/news/russian-teams-3-4-mamedyarov-fires-siberia-into-lead
Colin McGourty,category,24,,"May 1, 2017 | 10:08 AM",,"Shamkir 9: Shak triumphs, Kramnik snatches 2nd",https://chess24.com/en/read/news/shamkir-9-mamedyarov-triumphs-kramnik-snatches-2nd
Colin McGourty,category,2,,"May 9, 2017 | 6:47 PM",,Russian Teams 5-6: Giri wins as Siberia take title,https://chess24.com/en/read/news/russian-teams-5-6-even-giri-wins-as-siberia-take-title
chess24 staff,category,34,,"May 10, 2017 | 5:05 PM",,Kasparov taps So to challenge Carlsen,https://chess24.com/en/read/news/kasparov-conversation-with-tyler-cowen
Carlos Colodro,category,3,,"May 12, 2017 | 8:57 AM",,"Jobava stops Short, leads TePe Sigeman",https://chess24.com/en/read/news/jobava-beats-short-and-leads-tepe-sigeman-tournament
Colin McGourty,category,4,,"May 13, 2017 | 2:18 AM",,Asian Champs 1: Wei Yi shines as rivals struggle,https://chess24.com/en/read/news/asian-champs-1-wei-yi-shines-as-rivals-struggle
Colin McGourty,category,4,,"May 13, 2017 | 11:29 AM",,"TePe Sigeman, 3: Blunders & missed wins",https://chess24.com/en/read/news/tepe-sigeman-3-blunders-missed-wins
Colin McGourty,category,4,,"May 14, 2017 | 8:37 AM",,"TePe Sigeman, 4: Grandelius catches Jobava",https://chess24.com/en/read/news/tepe-sigeman-4-grandelius-catches-jobava
Colin McGourty,category,2,,"May 19, 2017 | 12:48 PM",,French Top 12 gets off to fighting start,https://chess24.com/en/read/news/french-top-12-gets-off-to-fighting-start
Colin McGourty,category,7,,"May 15, 2017 | 7:37 AM",,TePe Sigeman 5: Jobava & Grandelius share title,https://chess24.com/en/read/news/tepe-sigeman-5-jobava-grandelius-share-title
Colin McGourty,category,5,,"May 17, 2017 | 7:17 AM",,Asian Champs 2-5: Wang Hao leads at halfway,https://chess24.com/en/read/news/asian-champs-5-wang-hao-leads-at-halfway
Colin McGourty,category,5,,"May 20, 2017 | 11:00 PM",,Asian Champs 6-9: Wang Hao & Vo take titles,https://chess24.com/en/read/news/asian-champs-6-9-wang-hao-vo-take-titles
Pepe Cuenca,category,39,,"May 24, 2017 | 12:30 PM",,How do chess engines think?,https://chess24.com/en/read/news/how-do-chess-engines-think
chess24 staff,category,9,,"May 22, 2017 | 8:26 PM",,Paul Keres VII: Last chance in Curaçao,https://chess24.com/en/read/news/paul-keres-vii-last-chance-in-curacao
Colin McGourty,category,4,,"May 26, 2017 | 1:34 PM",,"Akobian, Sevian & Liang triumph in St. Louis",https://chess24.com/en/read/news/liang-sevian-akobian-triumph-in-st-louis
Colin McGourty,category,7,,"May 29, 2017 | 9:58 AM",,MVL leads Clichy to 15th French Top 12 title,https://chess24.com/en/read/news/mvl-leads-clichy-to-15th-french-top-12-title
Colin McGourty,category,7,,"Jun 1, 2017 | 6:53 PM",,Ivanchuk leads Capablanca Memorial in Cuba,https://chess24.com/en/read/news/ivanchuk-leads-capablanca-memorial-in-cuba
Colin McGourty,category,6,,"May 30, 2017 | 9:21 AM",,European Chess Championship starts in Minsk,https://chess24.com/en/read/news/european-chess-championship-starts-in-minsk
chess24 staff,category,3,,"Jun 1, 2017 | 10:29 AM",,Fedoseev on crossing the 2700 barrier,https://chess24.com/en/read/news/fedoseev-on-crossing-the-2700-barrier
Colin McGourty,category,12,,"Jun 4, 2017 | 11:10 AM",,"Euro 2017, 1-5: No-one is perfect",https://chess24.com/en/read/news/euro-2017-1-5-no-one-is-perfect
Colin McGourty,category,21,,"Jun 5, 2017 | 9:18 AM",,7 questions before Altibox Norway Chess 2017,https://chess24.com/en/read/news/7-questions-before-altibox-norway-chess-2017
Colin McGourty,category,5,,"Jun 6, 2017 | 8:50 AM",,Carlsen crushes Altibox Norway Chess blitz,https://chess24.com/en/read/news/carlsen-crushes-altibox-norway-chess-blitz
chess24 staff,category,48,,"Jun 7, 2017 | 6:29 PM",,Jan's Opening Clinic: 1.d4 Repertoire Special,https://chess24.com/en/read/news/jan-s-opening-clinic-1-d4-repertoire-special
Colin McGourty,category,5,,"Jun 7, 2017 | 7:59 AM",,Norway Chess 1: Nakamura draws first blood,https://chess24.com/en/read/news/norway-chess-1-nakamura-draws-first-blood
Colin McGourty,category,9,,"Jun 8, 2017 | 8:34 AM",,Norway Chess 2: Nostalgic Kramnik beats Anand,https://chess24.com/en/read/news/norway-chess-2-nostalgic-kramnik-beats-anand
Colin McGourty,category,6,,"Jun 9, 2017 | 7:24 AM",,"Norway Chess 3: 5 draws, 2 thrillers",https://chess24.com/en/read/news/norway-chess-3-5-draws-2-thrillers
Colin McGourty,category,14,,"Jun 11, 2017 | 9:31 AM",,Norway Chess 4: Aronian stuns Carlsen,https://chess24.com/en/read/news/norway-chess-4-aronian-stuns-carlsen
Colin McGourty,category,8,,"Jun 12, 2017 | 9:39 AM",,Norway Chess 5: Carlsen's slump continues,https://chess24.com/en/read/news/norway-chess-5-carlsen-slump-continues
Colin McGourty,category,21,,"Jun 13, 2017 | 1:08 PM",,Norway Chess 6: Lev traps another champ’s queen,https://chess24.com/en/read/news/norway-chess-6-aronian-traps-another-champ-s-queen
Colin McGourty,category,19,,"Jun 15, 2017 | 9:08 AM",,Norway Chess 7: Carlsen’s no. 1 in peril after Kramnik loss,https://chess24.com/en/read/news/norway-chess-7-carlsen-s-no-1-in-peril-after-kramnik-loss
chess24 staff,category,0,,"Jun 18, 2017 | 10:00 PM",,"Greek Youth Championships, Cup and League",https://chess24.com/en/read/news/greek-youth-championships-cup-and-league
Colin McGourty,category,10,,"Jun 16, 2017 | 9:24 AM",,Norway Chess 8: Magnus (& MVL) are back!,https://chess24.com/en/read/news/norway-chess-8-magnus-mvl-are-back
